archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98,pendiente_grados,pai,fhd_normal,cover
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192954,-42.725108,-71.080065,329700.5,5267612.9,1015.67285,1,0,0.94499916,-1.3,-0.26,0.71,1.94,2.43,5.94,0.012292721,0.6365142,0.006127485
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192955,-42.725394,-71.079492,329748.1,5267582.2,1012.696,1,0,0.95076036,-1.01,0.03,1.12,2.8,3.51,3.72,0.14580469,1.5153934,0.07030496
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192956,-42.725683,-71.078914,329796.3,5267551.4,1020.3409,1,0,0.94709265,-2.28,-0.44,1.08,3.03,3.7,7.62,0.013065889,1.0136858,0.0065116226
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192957,-42.725970,-71.078339,329844.1,5267520.7,1021.70935,1,0,0.9491796,-1.12,-0.11,0.82,2.17,2.73,4.54,0.068756185,1.213135,0.0337931
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192958,-42.726258,-71.077762,329892.1,5267489.9,1026.3145,1,0,0.93876237,-1.9,-0.33,1.08,3.06,3.89,9.44,0.02404557,0.90272564,0.011950703
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192959,-42.726546,-71.077183,329940.3,5267459.0,1035.3478,1,0,0.95035213,-2.28,-0.14,1.94,4.9,5.83,10.99,0.0382923,1.7554294,0.018963784
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192960,-42.726834,-71.076607,329988.3,5267428.2,1039.0299,1,0,0.9505953,-1.12,-0.14,0.78,2.02,2.5,7.75,0.044180736,1.298019,0.021847837
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192961,-42.727120,-71.076034,330036.0,5267397.6,1037.1907,1,0,0.9460211,-1.19,-0.18,0.74,2.02,2.5,3.84,0.04341928,1.3283429,0.021475367
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192962,-42.727407,-71.075459,330083.8,5267366.8,1037.8374,1,0,0.9566955,-1.15,0.11,1.49,3.96,5.01,10.42,0.28062326,1.6959413,0.13090053
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192963,-42.727696,-71.074879,330132.1,5267335.9,1049.0417,1,0,0.94965947,-1.57,-0.03,1.49,4.26,5.27,12.93,0.21960178,1.7759955,0.103979915
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192964,-42.727985,-71.074301,330180.3,5267305.1,1055.8986,1,0,0.94307154,-1.08,-0.11,0.82,2.09,2.58,7.18,0.049068075,1.1736941,0.024235124
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192965,-42.728270,-71.073730,330227.8,5267274.5,1049.9111,1,0,0.94807553,-1.27,-0.03,1.23,2.95,3.55,7.88,0.07255643,1.3924795,0.03562718
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192966,-42.728556,-71.073159,330275.3,5267243.9,1044.6033,1,0,0.9414498,-1.12,-0.07,0.93,2.43,3.06,6.25,0.024293011,1.4687116,0.012072936
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192967,-42.728842,-71.072586,330322.9,5267213.3,1041.4811,1,0,0.9398064,-1.04,-0.07,0.89,2.2,2.73,4.71,0.076985516,1.1416494,0.037760355
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192968,-42.729128,-71.072014,330370.6,5267182.7,1037.5225,1,0,0.9430963,-1.04,-0.11,0.74,1.94,2.35,4.25,0.008163679,1.3593831,0.004073509
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192969,-42.729414,-71.071442,330418.2,5267152.1,1034.3513,1,0,0.9470732,-1.04,-0.14,0.74,1.94,2.43,3.79,0.034879584,1.010703,0.017288396
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192970,-42.729700,-71.070870,330465.8,5267121.5,1030.6052,1,0,0.9468634,-1.04,-0.07,0.86,2.24,2.76,4.17,0.08291842,1.3005067,0.040610403
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192971,-42.729986,-71.070298,330513.4,5267090.9,1026.9917,1,0,0.9445002,-1.34,0.0,1.38,3.55,4.34,5.35,0.104695156,1.6889602,0.050999254
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192972,-42.730272,-71.069725,330561.1,5267060.2,1025.1865,1,0,0.9419219,-1.27,-0.18,0.86,2.24,2.73,6.11,0.0068172594,0.6365142,0.0034028192
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192973,-42.730558,-71.069154,330608.6,5267029.6,1019.11365,1,0,0.9453099,-1.19,0.0,1.27,3.06,3.81,6.40,0.18313514,1.5387675,0.087495014
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192974,-42.730844,-71.068581,330656.3,5266999.0,1016.6789,1,0,0.94244057,-0.97,0.48,2.2,4.86,5.83,11.32,0.48720932,1.8073885,0.21616845
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192975,-42.731132,-71.068005,330704.2,5266968.3,1019.23486,1,0,0.9419939,-1.53,0.14,1.94,4.45,5.38,12.42,0.21235195,1.8267522,0.10072652
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192976,-42.731418,-71.067432,330752.0,5266937.6,1018.02985,1,0,0.9464742,-1.68,-0.07,1.57,4.07,5.08,12.23,0.06884102,1.8789856,0.033834077
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192977,-42.731704,-71.066859,330799.6,5266907.0,1015.2162,1,0,0.9483371,-1.3,0.03,1.42,3.32,4.04,11.32,0.15690666,1.5601065,0.075450845
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192978,-42.731990,-71.066288,330847.2,5266876.4,1010.26086,1,0,0.94380873,-1.12,-0.14,0.78,2.09,2.61,7.65,0.015399153,1.4583681,0.007669971
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192979,-42.732276,-71.065715,330894.8,5266845.7,1006.9706,1,0,0.9475514,-1.3,-0.22,0.74,2.02,2.5,7.48,0.0059433943,0.6365142,0.00296728
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192980,-42.732561,-71.065146,330942.2,5266815.2,998.1805,1,0,0.9420527,-1.15,0.22,1.72,3.81,4.63,8.43,0.2783715,1.6179445,0.12992169
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192981,-42.732847,-71.064575,330989.7,5266784.7,992.4871,1,0,0.9583251,-1.42,-0.29,0.74,2.09,2.61,6.79,0.017349076,0.7777667,0.008636972
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192982,-42.733132,-71.064005,331037.2,5266754.1,985.87933,1,0,0.9686349,-1.19,-0.11,0.93,2.61,3.47,7.58,0.054408383,1.4740627,0.026837
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192983,-42.733419,-71.063432,331084.8,5266723.5,983.28845,1,0,0.9575142,-1.15,-0.14,0.78,2.02,2.5,5.34,0.0050639007,1.3277638,0.0025287434
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192984,-42.733705,-71.062859,331132.5,5266692.8,981.56415,1,0,0.9707982,-1.19,-0.18,0.71,1.9,2.39,2.67,0.010352813,1.3236763,0.005163014
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192985,-42.733992,-71.062286,331180.2,5266662.1,979.73926,1,0,0.96113884,-1.01,0.07,1.27,3.36,4.26,6.04,0.31844422,1.5761445,0.14717768
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192986,-42.734279,-71.061709,331228.2,5266631.3,983.6834,1,0,0.9552131,-1.3,-0.03,1.19,2.99,3.7,6.73,0.18141592,1.4837073,0.086710386
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192987,-42.734566,-71.061134,331276.0,5266600.6,985.3637,1,0,0.9606318,-1.15,-0.14,0.82,2.2,2.73,4.08,0.06827201,1.2839124,0.033559173
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192988,-42.734853,-71.060560,331323.8,5266569.8,985.683,1,0,0.94758725,-1.23,-0.18,0.74,2.02,2.5,2.70,0.0066568814,0.8529079,0.0033229003
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192989,-42.735140,-71.059987,331371.5,5266539.2,983.511,1,0,0.9489144,-1.04,-0.11,0.82,2.13,2.65,4.89,0.049370065,1.3535635,0.024382444
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192990,-42.735426,-71.059416,331419.0,5266508.6,978.9125,1,0,0.9523586,-1.12,-0.11,0.82,2.17,2.73,4.19,0.03586315,1.5033832,0.017771548
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192991,-42.735714,-71.058840,331467.0,5266477.8,982.1438,1,0,0.9441202,-2.39,-0.59,0.93,2.73,3.32,5.10,0.009468973,0.6831743,0.004723281
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192992,-42.736001,-71.058265,331514.8,5266447.0,983.4925,1,0,0.943515,-1.23,-0.18,0.74,2.02,2.5,2.52,0.01694136,0.86871433,0.008434856
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192993,-42.736288,-71.057692,331562.5,5266416.3,983.30865,1,0,0.949371,-1.12,-0.14,0.78,2.05,2.54,1.69,0.0058541135,1.5619739,0.0029227713
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192994,-42.736575,-71.057119,331610.2,5266385.6,981.6822,1,0,0.94975615,-1.08,-0.14,0.74,1.98,2.43,2.95,0.034978427,0.9880377,0.01733696
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192995,-42.736862,-71.056546,331657.9,5266354.9,979.55066,1,0,0.9517528,-1.23,-0.14,0.86,2.24,2.76,4.38,0.012765159,0.9604112,0.006362227
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192996,-42.737148,-71.055975,331705.4,5266324.2,975.48315,1,0,0.9481114,-1.04,-0.07,0.89,2.2,2.73,4.64,0.07952284,1.2550048,0.03898027
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192997,-42.737435,-71.055400,331753.2,5266293.4,976.5057,1,0,0.9487238,-2.13,-0.44,1.15,3.18,3.89,4.97,0.018283969,1.0704718,0.009100268
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192998,-42.737723,-71.054824,331801.2,5266262.6,981.502,1,0,0.9465542,-1.45,-0.22,0.93,2.5,3.06,4.10,0.0029763984,1.093548,0.001487091
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192999,-42.738011,-71.054249,331849.0,5266231.8,982.7619,1,0,0.94438833,-1.15,-0.18,0.74,2.02,2.5,3.31,0.011713129,1.4952909,0.0058394247
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193000,-42.738297,-71.053678,331896.5,5266201.2,978.2677,1,0,0.94715726,-1.12,-0.07,0.97,2.46,3.06,5.82,0.11159515,1.2803255,0.054267418
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193001,-42.738584,-71.053106,331944.1,5266170.5,975.5291,1,0,0.95546967,-1.04,-0.07,0.93,2.28,2.76,6.88,0.0638733,1.2036458,0.031431388
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193002,-42.738870,-71.052534,331991.7,5266139.8,972.4203,1,0,0.9523341,-1.08,-0.07,0.89,2.31,2.91,7.83,0.087088995,1.4516968,0.042608805
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193003,-42.739157,-71.051963,332039.2,5266109.1,967.5839,1,0,0.95232487,-1.12,-0.11,0.89,2.35,2.99,7.19,0.09789734,1.3975542,0.04776843
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193004,-42.739443,-71.051391,332086.8,5266078.4,964.4286,1,0,0.95280486,-1.19,0.03,1.27,3.03,3.7,7.79,0.1450873,1.4156321,0.069971465
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193005,-42.739730,-71.050820,332134.3,5266047.8,960.5411,1,0,0.9567716,-1.12,0.0,1.08,2.69,3.32,7.09,0.11516677,1.3507462,0.055954676
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193006,-42.740017,-71.050246,332182.1,5266017.0,961.4856,1,0,0.94692427,-1.72,-0.29,0.97,2.65,3.29,6.63,0.027457938,0.7976253,0.01363503
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193007,-42.740304,-71.049673,332229.7,5265986.3,959.0432,1,0,0.94661343,-1.01,0.26,1.68,4.04,5.01,6.16,0.37128496,1.7239782,0.16940893
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193008,-42.740592,-71.049098,332277.7,5265955.5,962.8289,1,0,0.94614446,-1.53,-0.14,1.19,2.95,3.59,6.73,0.106164195,1.4854721,0.051696006
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193009,-42.740878,-71.048527,332325.1,5265924.8,957.1346,1,0,0.9484812,-0.89,0.22,1.45,3.7,4.67,8.27,0.37432456,1.6582386,0.17066996
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193010,-42.741164,-71.047955,332372.7,5265894.1,954.01056,1,0,0.9369828,-1.04,-0.11,0.78,2.02,2.5,5.57,0.037668355,1.2991711,0.018657686
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193011,-42.741451,-71.047384,332420.3,5265863.5,949.8168,1,0,0.9505411,-1.19,-0.14,0.86,2.2,2.69,5.14,0.027754916,1.3729557,0.013781481
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193012,-42.741737,-71.046813,332467.7,5265832.8,944.35645,1,0,0.9494116,-1.12,-0.11,0.86,2.24,2.84,5.03,0.029899627,1.4595379,0.014838471
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193013,-42.742023,-71.046241,332515.3,5265802.2,941.20325,1,0,0.9515066,-1.01,-0.11,0.74,1.9,2.39,4.28,0.03906689,1.247877,0.019343648
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193014,-42.742310,-71.045669,332562.9,5265771.5,936.9547,1,0,0.9557739,-1.04,-0.11,0.82,2.09,2.58,3.26,0.08996012,1.1396264,0.04398213
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193015,-42.742596,-71.045096,332610.6,5265740.8,935.82263,1,0,0.94745576,-1.15,-0.07,1.01,2.61,3.32,4.89,0.10258905,1.4835397,0.049999453
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193016,-42.742885,-71.044519,332658.6,5265709.9,940.49866,1,0,0.9509527,-1.27,-0.14,0.93,2.39,2.91,4.96,0.033385247,1.4237521,0.016553888
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193017,-42.743171,-71.043946,332706.2,5265679.3,938.40704,1,0,0.94915277,-1.53,-0.33,0.78,2.17,2.65,3.96,0.028808916,0.8556288,0.014301071
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193018,-42.743457,-71.043374,332753.9,5265648.6,935.2357,1,0,0.952874,-1.42,-0.26,0.78,2.17,2.69,4.14,0.019805891,0.6365142,0.0098540075
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193019,-42.743744,-71.042802,332801.5,5265617.9,932.23865,1,0,0.95326513,-1.04,0.03,1.15,2.73,3.29,6.55,0.20336637,1.2976453,0.09667779
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193020,-42.744030,-71.042228,332849.2,5265587.2,930.73553,1,0,0.94759434,-1.42,0.03,1.53,3.55,4.26,8.57,0.13840492,1.6123614,0.06685918
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193021,-42.744317,-71.041656,332896.8,5265556.6,927.40356,1,0,0.95574355,-1.12,0.03,1.27,3.25,4.19,7.42,0.19697012,1.6312579,0.09378464
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193022,-42.744603,-71.041082,332944.5,5265525.9,925.6534,1,0,0.95395887,-1.15,-0.14,0.82,2.17,2.73,3.68,0.044309776,1.2560912,0.021910945
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193023,-42.744890,-71.040507,332992.4,5265495.2,927.18567,1,0,0.9581053,-1.49,-0.26,0.86,2.31,2.84,1.63,0.010258654,1.0763094,0.005116177
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193024,-42.745177,-71.039933,333040.1,5265464.5,926.76373,1,0,0.95116615,-1.15,-0.11,0.89,2.28,2.84,5.25,0.05917412,1.2246408,0.02915307
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193025,-42.745462,-71.039361,333087.7,5265433.9,922.28986,1,0,0.9527243,-1.08,-0.11,0.86,2.2,2.8,7.99,0.07203198,1.346926,0.035374276
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193026,-42.745748,-71.038789,333135.3,5265403.3,917.93604,1,0,0.9621955,-1.08,0.0,1.08,2.65,3.32,7.96,0.15990445,1.4182762,0.07683546
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193027,-42.746035,-71.038214,333183.1,5265372.6,916.9812,1,0,0.9503258,-1.19,-0.07,1.08,2.76,3.51,7.71,0.10570263,1.6829591,0.051477145
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193028,-42.746320,-71.037642,333230.7,5265342.0,913.1882,1,0,0.9514684,-1.12,-0.07,0.97,2.46,3.03,7.38,0.08621747,1.4552178,0.042191543
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193029,-42.746606,-71.037068,333278.5,5265311.4,911.71423,1,0,0.961958,-1.12,-0.14,0.74,2.02,2.5,6.63,0.024761422,1.406428,0.012304283
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193030,-42.746893,-71.036494,333326.2,5265280.7,910.4636,1,0,0.9446275,-1.3,-0.18,0.86,2.28,2.8,7.62,0.031595804,1.5303915,0.015673602
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193031,-42.747178,-71.035922,333373.8,5265250.2,905.3119,1,0,0.9571834,-1.01,0.0,1.08,2.95,3.85,7.26,0.21829368,1.5210099,0.10339377
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193032,-42.747464,-71.035348,333421.6,5265219.6,903.90625,1,0,0.9580206,-1.08,-0.11,0.86,2.28,2.99,5.54,0.07052765,1.4646782,0.03464848
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193033,-42.747750,-71.034773,333469.3,5265188.9,903.07996,1,0,0.94897246,-1.15,-0.11,0.86,2.24,2.88,5.29,0.05226785,1.6527592,0.025794936
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193034,-42.748036,-71.034199,333517.1,5265158.3,901.4636,1,0,0.9548106,-1.12,-0.11,0.86,2.5,4.11,2.40,0.07520746,1.8838202,0.036904555
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193035,-42.748322,-71.033625,333564.9,5265127.7,901.02826,1,0,0.95214814,-1.01,0.07,1.27,5.49,6.99,0.85,0.26278764,2.030275,0.12311694
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193036,-42.748607,-71.033050,333612.7,5265097.1,899.74274,1,0,0.9494809,-1.08,-0.11,0.74,1.98,2.46,1.20,0.036775954,1.2253585,0.018219724
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193037,-42.748893,-71.032476,333660.5,5265066.5,899.271,1,0,0.95160866,-1.19,-0.18,0.71,1.94,2.39,1.12,0.004428958,1.4806589,0.0022120257
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193038,-42.749179,-71.031901,333708.2,5265035.9,898.5113,1,0,0.9573959,-1.19,-0.18,0.74,2.02,2.5,1.41,0.01168118,1.2505358,0.005823544
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193039,-42.749464,-71.031327,333756.0,5265005.4,896.2264,1,0,0.9555045,-1.15,-0.11,0.86,2.2,2.73,1.33,0.08473184,1.1600597,0.04147985
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193040,-42.749749,-71.030753,333803.8,5264974.8,895.4211,1,0,0.944646,-1.12,-0.14,0.78,2.05,2.54,1.04,0.0050373273,1.5595951,0.0025154902
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193041,-42.750035,-71.030178,333851.6,5264944.2,895.0025,1,0,0.9540064,-1.23,-0.18,0.78,2.13,2.61,0.78,0.020314407,1.2119821,0.0101057235
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193042,-42.750320,-71.029603,333899.4,5264913.7,894.62616,1,0,0.95707625,-1.19,-0.22,0.71,1.94,2.43,1.60,0.009630467,1.2660865,0.004803643
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193043,-42.750605,-71.029029,333947.1,5264883.2,892.84174,1,0,0.96463275,-1.15,-0.18,0.74,1.98,2.46,1.43,0.018649654,1.2283081,0.009281428
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193044,-42.750890,-71.028454,333994.9,5264852.6,892.41833,1,0,0.9664997,-1.15,-0.18,0.74,1.98,2.46,1.15,0.0038002904,1.4007227,0.0018983387
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193045,-42.751175,-71.027880,334042.7,5264822.1,891.3551,1,0,0.96509475,-1.19,-0.18,0.74,1.98,2.43,1.26,0.0114727495,1.0847888,0.0057199313
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400193046,-42.751460,-71.027306,334090.4,5264791.6,889.7516,1,0,0.9561916,-1.23,-0.18,0.82,2.2,2.73,1.17,0.00566155,0.6365142,0.0028267668
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0000,346880000100042831,-42.782737,-71.210666,319175.1,5260941.5,1443.6694,1,0,0.917067,-1.86,0.18,2.24,4.67,5.6,16.14,0.2357084,1.7199928,0.11115749
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0000,346880000100042874,-42.770525,-71.186163,321144.3,5262349.8,1102.3059,1,0,0.9010861,-1.9,-0.37,1.12,2.95,3.55,6.95,0.015676448,0.89924455,0.007807505
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0000,346880000100042922,-42.756791,-71.158518,323367.1,5263933.2,1078.6969,1,0,0.9100472,-1.75,-0.03,1.71,4.14,4.93,13.43,0.1497872,1.9376049,0.07215078
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0000,346880000100042979,-42.740451,-71.125626,326013.0,5265816.1,1149.6852,1,0,0.96114814,-1.0,0.18,1.56,4.03,4.82,12.27,0.35803995,1.7133051,0.16387339
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0000,346880000100042980,-42.740167,-71.125060,326058.6,5265848.8,1138.4803,1,0,0.957015,-1.08,0.26,1.83,4.78,5.75,12.19,0.50146556,1.9248055,0.22169968
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0000,346880000100042982,-42.739599,-71.123925,326149.9,5265914.2,1118.8799,1,0,0.9635081,-1.41,0.18,1.83,4.33,4.96,13.74,0.21307594,1.7589375,0.10104519
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0000,346880000100042997,-42.735325,-71.115373,326838.0,5266406.4,1019.80963,1,0,0.9077809,-1.19,-0.07,1.0,2.46,2.95,3.74,0.08344412,1.3551013,0.04086145
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0000,346880000100042999,-42.734753,-71.114224,326930.5,5266472.4,1017.29944,1,0,0.9006215,-0.48,1.27,3.92,6.39,7.1,2.02,1.0056349,1.8707932,0.39493656
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0000,346880000100043037,-42.723855,-71.092343,328691.8,5267727.2,1021.3099,1,0,0.90253013,-1.0,0.07,1.23,3.17,3.92,17.50,0.2868642,1.5011806,0.13359578
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0001,346880100100041756,-42.786833,-71.204888,319659.7,5260498.9,1291.944,1,0,0.9166174,-3.84,-1.38,0.59,2.76,3.36,14.29,0.0089105,0.6365142,0.0044453153
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0001,346880100100041757,-42.786547,-71.204312,319705.9,5260531.9,1291.3243,1,0,0.90872514,-2.24,0.07,2.39,5.41,6.35,19.10,0.19148318,2.1244843,0.091290265
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0001,346880100100041829,-42.766006,-71.163005,323026.2,5262900.5,1048.4017,1,0,0.9009209,-1.6,-0.07,1.42,3.36,3.99,12.94,0.08098425,1.5898404,0.039681245
